SMILES,Fitness,Tanimoto_with_initial
CON1C=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C=CC1,-1.0009745866002298,1.0
Cc1cc(NC(=O)c2ccc3c(c2)OCCO3)no1,-0.027332579888155628,0.17142857142857143
